Ulasan,Rate,Label,case_folding,token,Normalisasi,Stopwords,Stemmer
"Toko tidak bertanggung jawab. Barang minus, dia bilang nominus, Di chat slow respon, Hati hati kalau mau belanja di toko ini AWAS KENA TIPU Toko tidak rekomendasi",1.0,negatif,toko tidak bertanggung jawab  barang minus  dia bilang nominus  di chat slow respon  hati hati kalau mau belanja di toko ini awas kena tipu toko tidak rekomendasi,"['toko', 'tidak', 'bertanggung', 'jawab', 'barang', 'minus', 'dia', 'bilang', 'nominus', 'di', 'chat', 'slow', 'respon', 'hati', 'hati', 'kalau', 'mau', 'belanja', 'di', 'toko', 'ini', 'awas', 'kena', 'tipu', 'toko', 'tidak', 'rekomendasi']","['toko', 'tidak', 'bertanggung', 'jawab', 'barang', 'minus', 'dia', 'bilang', 'nominus', 'di', 'chat', 'slow', 'respon', 'hati', 'hati', 'kalau', 'mau', 'belanja', 'di', 'toko', 'ini', 'awas', 'kena', 'tipu', 'toko', 'tidak', 'rekomendasi']","['toko', 'bertanggung', 'barang', 'minus', 'bilang', 'nominus', 'chat', 'slow', 'respon', 'hati', 'hati', 'belanja', 'toko', 'awas', 'kena', 'tipu', 'toko', 'rekomendasi']","['toko', 'tanggung', 'barang', 'minus', 'bilang', 'nominus', 'chat', 'slow', 'respon', 'hati', 'hati', 'belanja', 'toko', 'awas', 'kena', 'tipu', 'toko', 'rekomendasi']"
"kualitas packing kurang baik, nggak lengkap juga yg sampe, di keterangan ada hansfree dan SIM injektor pas sampe nya ternyata nggak ada, bungkus kurang rapi, pake sampah lagi , ., baru beri penilaian soalnya shoppy nya punya teman .",1.0,negatif,kualitas packing kurang baik  nggak lengkap juga yg sampe  di keterangan ada hansfree dan sim injektor pas sampe nya ternyata nggak ada  bungkus kurang rapi  pake sampah lagi      baru beri penilaian soalnya shoppy nya punya teman  ,"['kualitas', 'packing', 'kurang', 'baik', 'nggak', 'lengkap', 'juga', 'yg', 'sampe', 'di', 'keterangan', 'ada', 'hansfree', 'dan', 'sim', 'injektor', 'pas', 'sampe', 'nya', 'ternyata', 'nggak', 'ada', 'bungkus', 'kurang', 'rapi', 'pake', 'sampah', 'lagi', 'baru', 'beri', 'penilaian', 'soalnya', 'shoppy', 'nya', 'punya', 'teman']","['kualitas', 'packing', 'kurang', 'baik', 'tidak', 'lengkap', 'juga', 'yang', 'sampai', 'di', 'keterangan', 'ada', 'hansfree', 'dan', 'sim', 'injektor', 'pas', 'sampai', 'nya', 'ternyata', 'tidak', 'ada', 'bungkus', 'kurang', 'rapi', 'pakai', 'sampah', 'lagi', 'baru', 'beri', 'penilaian', 'soalnya', 'shopee', 'nya', 'punya', 'teman']","['kualitas', 'packing', 'lengkap', 'keterangan', 'hansfree', 'sim', 'injektor', 'pas', 'bungkus', 'rapi', 'pakai', 'sampah', 'penilaian', 'shopee', 'teman']","['kualitas', 'packing', 'lengkap', 'terang', 'hansfree', 'sim', 'injektor', 'pas', 'bungkus', 'rapi', 'pakai', 'sampah', 'nilai', 'shopee', 'teman']"
Mohon penjual ini diblok sja karna mengirimkan barang tidak baik,1.0,negatif,mohon penjual ini diblok sja karna mengirimkan barang tidak baik,"['mohon', 'penjual', 'ini', 'diblok', 'sja', 'karna', 'mengirimkan', 'barang', 'tidak', 'baik']","['mohon', 'penjual', 'ini', 'diblok', 'saja', 'karena', 'mengirimkan', 'barang', 'tidak', 'baik']","['mohon', 'penjual', 'diblok', 'mengirimkan', 'barang']","['mohon', 'jual', 'blok', 'kirim', 'barang']"
Respon penjual tolong di tingkatkan kembali..sangat slow respon,1.0,negatif,respon penjual tolong di tingkatkan kembali  sangat slow respon,"['respon', 'penjual', 'tolong', 'di', 'tingkatkan', 'kembali', 'sangat', 'slow', 'respon']","['respon', 'penjual', 'tolong', 'di', 'tingkatkan', 'kembali', 'sangat', 'slow', 'respon']","['respon', 'penjual', 'tolong', 'tingkatkan', 'slow', 'respon']","['respon', 'jual', 'tolong', 'tingkat', 'slow', 'respon']"
imei tidak terdaftar di kemenperin HP bekas kyaknya yang di kasih atau jual kesaya payah nih tokonya parah,1.0,negatif,imei tidak terdaftar di kemenperin hp bekas kyaknya yang di kasih atau jual kesaya payah nih tokonya parah,"['imei', 'tidak', 'terdaftar', 'di', 'kemenperin', 'hp', 'bekas', 'kyaknya', 'yang', 'di', 'kasih', 'atau', 'jual', 'kesaya', 'payah', 'nih', 'tokonya', 'parah']","['imei', 'tidak', 'terdaftar', 'di', 'kemenperin', 'hp', 'bekas', 'kayaknya', 'yang', 'di', 'kasih', 'atau', 'jual', 'kesaya', 'payah', 'nih', 'tokonya', 'parah']","['imei', 'terdaftar', 'kemenperin', 'hp', 'bekas', 'kayaknya', 'kasih', 'jual', 'kesaya', 'payah', 'tokonya', 'parah']","['imei', 'daftar', 'kemenperin', 'hp', 'bekas', 'kayak', 'kasih', 'jual', 'saya', 'payah', 'toko', 'parah']"
"Kualitas barang bermasalah, Pengiriman lama",1.0,negatif,kualitas barang bermasalah  pengiriman lama,"['kualitas', 'barang', 'bermasalah', 'pengiriman', 'lama']","['kualitas', 'barang', 'bermasalah', 'pengiriman', 'lama']","['kualitas', 'barang', 'bermasalah', 'pengiriman']","['kualitas', 'barang', 'masalah', 'kirim']"
"Oppo F11 4/128 Wifi nya lemah , harus jarak dekat",2.0,negatif,oppo f      wifi nya lemah   harus jarak dekat,"['oppo', 'f', 'wifi', 'nya', 'lemah', 'harus', 'jarak', 'dekat']","['oppo', 'f', 'wifi', 'nya', 'lemah', 'harus', 'jarak', 'dekat']","['oppo', 'wifi', 'lemah', 'jarak']","['oppo', 'wifi', 'lemah', 'jarak']"
Layar ngangkat baru dipakai 2 hari,2.0,negatif,layar ngangkat baru dipakai   hari,"['layar', 'ngangkat', 'baru', 'dipakai', 'hari']","['layar', 'mengangkat', 'baru', 'dipakai', 'hari']","['layar', 'mengangkat', 'dipakai']","['layar', 'angkat', 'pakai']"
"Ternyata barang repack bukan baru. Handphone sih mulus kayak baru cuma packaging gak bisa ditipu. Untungnya toped bisa menyelesaikan komplain dengan baik jadi uang kembali setelah barang dikirim balik ke penjual. Deskripsi barang menyesatkan (barang baru, garansi padahal hmmm).",1.0,negatif,ternyata barang repack bukan baru  handphone sih mulus kayak baru cuma packaging gak bisa ditipu  untungnya toped bisa menyelesaikan komplain dengan baik jadi uang kembali setelah barang dikirim balik ke penjual  deskripsi barang menyesatkan  barang baru  garansi padahal hmmm  ,"['ternyata', 'barang', 'repack', 'bukan', 'baru', 'handphone', 'sih', 'mulus', 'kayak', 'baru', 'cuma', 'packaging', 'gak', 'bisa', 'ditipu', 'untungnya', 'toped', 'bisa', 'menyelesaikan', 'komplain', 'dengan', 'baik', 'jadi', 'uang', 'kembali', 'setelah', 'barang', 'dikirim', 'balik', 'ke', 'penjual', 'deskripsi', 'barang', 'menyesatkan', 'barang', 'baru', 'garansi', 'padahal', 'hmmm']","['ternyata', 'barang', 'repack', 'bukan', 'baru', 'handphone', 'sih', 'mulus', 'seperti', 'baru', 'cuma', 'packaging', 'tidak', 'bisa', 'ditipu', 'untungnya', 'toped', 'bisa', 'menyelesaikan', 'komplain', 'dengan', 'baik', 'jadi', 'uang', 'kembali', 'setelah', 'barang', 'dikirim', 'balik', 'ke', 'penjual', 'deskripsi', 'barang', 'menyesatkan', 'barang', 'baru', 'garansi', 'padahal', 'hmmm']","['barang', 'repack', 'handphone', 'mulus', 'packaging', 'ditipu', 'untungnya', 'toped', 'menyelesaikan', 'komplain', 'uang', 'barang', 'dikirim', 'penjual', 'deskripsi', 'barang', 'menyesatkan', 'barang', 'garansi']","['barang', 'repack', 'handphone', 'mulus', 'packaging', 'tipu', 'untung', 'toped', 'selesai', 'komplain', 'uang', 'barang', 'kirim', 'jual', 'deskripsi', 'barang', 'sesat', 'barang', 'garansi']"
Saya tidak terima barangnya tp di bilang sudah dikirim,1.0,negatif,saya tidak terima barangnya tp di bilang sudah dikirim,"['saya', 'tidak', 'terima', 'barangnya', 'tp', 'di', 'bilang', 'sudah', 'dikirim']","['saya', 'tidak', 'terima', 'barangnya', 'tetapi', 'di', 'bilang', 'sudah', 'dikirim']","['terima', 'barangnya', 'bilang', 'dikirim']","['terima', 'barang', 'bilang', 'kirim']"
"Warna HP yang dikirim tidak sesuai dengan permintaan.. penjual kurang teliti dalam membaca pesanan. Warna ga suka yang dikirim padahal sudah di chat sebelumnya dan bilang ada stoknya, ternyata yang dikirim tidak sesuai",2.0,negatif,warna hp yang dikirim tidak sesuai dengan permintaan   penjual kurang teliti dalam membaca pesanan  warna ga suka yang dikirim padahal sudah di chat sebelumnya dan bilang ada stoknya  ternyata yang dikirim tidak sesuai,"['warna', 'hp', 'yang', 'dikirim', 'tidak', 'sesuai', 'dengan', 'permintaan', 'penjual', 'kurang', 'teliti', 'dalam', 'membaca', 'pesanan', 'warna', 'ga', 'suka', 'yang', 'dikirim', 'padahal', 'sudah', 'di', 'chat', 'sebelumnya', 'dan', 'bilang', 'ada', 'stoknya', 'ternyata', 'yang', 'dikirim', 'tidak', 'sesuai']","['warna', 'hp', 'yang', 'dikirim', 'tidak', 'sesuai', 'dengan', 'permintaan', 'penjual', 'kurang', 'teliti', 'dalam', 'membaca', 'pesanan', 'warna', 'tidak', 'suka', 'yang', 'dikirim', 'padahal', 'sudah', 'di', 'chat', 'sebelumnya', 'dan', 'bilang', 'ada', 'stoknya', 'ternyata', 'yang', 'dikirim', 'tidak', 'sesuai']","['warna', 'hp', 'dikirim', 'sesuai', 'permintaan', 'penjual', 'teliti', 'membaca', 'pesanan', 'warna', 'suka', 'dikirim', 'chat', 'bilang', 'stoknya', 'dikirim', 'sesuai']","['warna', 'hp', 'kirim', 'sesuai', 'minta', 'jual', 'teliti', 'baca', 'pesan', 'warna', 'suka', 'kirim', 'chat', 'bilang', 'stok', 'kirim', 'sesuai']"
Kapok blnja lagi ditoko ini,1.0,negatif,kapok blnja lagi ditoko ini,"['kapok', 'blnja', 'lagi', 'ditoko', 'ini']","['kapok', 'belanja', 'lagi', 'ditoko', 'ini']","['kapok', 'belanja', 'ditoko']","['kapok', 'belanja', 'toko']"
Saran saya jangan belanja di toko ini karna ternyata hp nya oprekan juga bongkaran imei aja udah beda tidak bisa login WA karna prangkat sudah oprekan,1.0,negatif,saran saya jangan belanja di toko ini karna ternyata hp nya oprekan juga bongkaran imei aja udah beda tidak bisa login wa karna prangkat sudah oprekan,"['saran', 'saya', 'jangan', 'belanja', 'di', 'toko', 'ini', 'karna', 'ternyata', 'hp', 'nya', 'oprekan', 'juga', 'bongkaran', 'imei', 'aja', 'udah', 'beda', 'tidak', 'bisa', 'login', 'wa', 'karna', 'prangkat', 'sudah', 'oprekan']","['saran', 'saya', 'jangan', 'belanja', 'di', 'toko', 'ini', 'karena', 'ternyata', 'hp', 'nya', 'oprekan', 'juga', 'bongkaran', 'imei', 'saja', 'sudah', 'beda', 'tidak', 'bisa', 'login', 'wa', 'karena', 'perangkat', 'sudah', 'oprekan']","['saran', 'belanja', 'toko', 'hp', 'oprekan', 'bongkaran', 'imei', 'beda', 'login', 'wa', 'perangkat', 'oprekan']","['saran', 'belanja', 'toko', 'hp', 'oprekan', 'bongkar', 'imei', 'beda', 'login', 'wa', 'perangkat', 'oprekan']"
"Backdoor ngangkat bos,gatau ini pernah di servis apa gimana",2.0,negatif,backdoor ngangkat bos gatau ini pernah di servis apa gimana,"['backdoor', 'ngangkat', 'bos', 'gatau', 'ini', 'pernah', 'di', 'servis', 'apa', 'gimana']","['backdoor', 'mengangkat', 'bos', 'tidak tau', 'ini', 'pernah', 'di', 'servis', 'apa', 'bagaimana']","['backdoor', 'mengangkat', 'tidak tau', 'servis']","['backdoor', 'angkat', 'tidak tau', 'servis']"
ga dapat pala casan,1.0,negatif,ga dapat pala casan,"['ga', 'dapat', 'pala', 'casan']","['tidak', 'dapat', 'pala', 'casan']","['pala', 'casan']","['pala', 'cas']"
long lah psen wrna ap d krim wrna ap.. pdhal udh d chat juga ktay redy.. hmmm,2.0,negatif,long lah psen wrna ap d krim wrna ap   pdhal udh d chat juga ktay redy   hmmm,"['long', 'lah', 'psen', 'wrna', 'ap', 'd', 'krim', 'wrna', 'ap', 'pdhal', 'udh', 'd', 'chat', 'juga', 'ktay', 'redy', 'hmmm']","['long', 'lah', 'pesan', 'warna', 'apa', 'di  ', 'kirim', 'warna', 'apa', 'padahal', 'sudah', 'di  ', 'chat', 'juga', 'katanya', 'ready', 'hmmm']","['long', 'pesan', 'warna', 'di  ', 'kirim', 'warna', 'di  ', 'chat', 'ready']","['long', 'pesan', 'warna', 'di', 'kirim', 'warna', 'di', 'chat', 'ready']"
Ini di krim hp bekas. Di suruh retur tapi gak di respon balik Sebaiknya hati² kalau mau beli soalnya terlalu murah harganya. Dus nya bekas dan charger nya juga yg g ORI d krim 😭😭😭😭,1.0,negatif,ini di krim hp bekas  di suruh retur tapi gak di respon balik sebaiknya hati  kalau mau beli soalnya terlalu murah harganya  dus nya bekas dan charger nya juga yg g ori d krim     ,"['ini', 'di', 'krim', 'hp', 'bekas', 'di', 'suruh', 'retur', 'tapi', 'gak', 'di', 'respon', 'balik', 'sebaiknya', 'hati', 'kalau', 'mau', 'beli', 'soalnya', 'terlalu', 'murah', 'harganya', 'dus', 'nya', 'bekas', 'dan', 'charger', 'nya', 'juga', 'yg', 'g', 'ori', 'd', 'krim']","['ini', 'di', 'kirim', 'hp', 'bekas', 'di', 'suruh', 'retur', 'tetapi', 'tidak', 'di', 'respon', 'balik', 'sebaiknya', 'hati', 'kalau', 'mau', 'beli', 'soalnya', 'terlalu', 'murah', 'harganya', 'kardus', 'nya', 'bekas', 'dan', 'charger', 'nya', 'juga', 'yang', 'Tidak', 'ori', 'di  ', 'kirim']","['kirim', 'hp', 'bekas', 'suruh', 'retur', 'respon', 'hati', 'beli', 'murah', 'harganya', 'kardus', 'bekas', 'charger', 'Tidak', 'ori', 'di  ', 'kirim']","['kirim', 'hp', 'bekas', 'suruh', 'retur', 'respon', 'hati', 'beli', 'murah', 'harga', 'kardus', 'bekas', 'charger', 'tidak', 'ori', 'di', 'kirim']"
lecet dibagian colokan sama banyak goresan di belakang hp. Lumayan kecewa,3.0,netral,lecet dibagian colokan sama banyak goresan di belakang hp  lumayan kecewa,"['lecet', 'dibagian', 'colokan', 'sama', 'banyak', 'goresan', 'di', 'belakang', 'hp', 'lumayan', 'kecewa']","['lecet', 'dibagian', 'colokan', 'sama', 'banyak', 'goresan', 'di', 'belakang', 'hp', 'lumayan', 'kecewa']","['lecet', 'dibagian', 'colokan', 'goresan', 'hp', 'lumayan', 'kecewa']","['lecet', 'bagi', 'colok', 'gores', 'hp', 'lumayan', 'kecewa']"
Kecewa banget sama penjual nya karna gak kasih tau kalok HP nya lecet banyak alhasil gk bisa di jual karna yg pesan gak mau ambil ntah aku harus apain HP nya,1.0,negatif,kecewa banget sama penjual nya karna gak kasih tau kalok hp nya lecet banyak alhasil gk bisa di jual karna yg pesan gak mau ambil ntah aku harus apain hp nya,"['kecewa', 'banget', 'sama', 'penjual', 'nya', 'karna', 'gak', 'kasih', 'tau', 'kalok', 'hp', 'nya', 'lecet', 'banyak', 'alhasil', 'gk', 'bisa', 'di', 'jual', 'karna', 'yg', 'pesan', 'gak', 'mau', 'ambil', 'ntah', 'aku', 'harus', 'apain', 'hp', 'nya']","['kecewa', 'banget', 'sama', 'penjual', 'nya', 'karena', 'tidak', 'kasih', 'tahu', 'kalau', 'hp', 'nya', 'lecet', 'banyak', 'alhasil', 'tidak', 'bisa', 'di', 'jual', 'karena', 'yang', 'pesan', 'tidak', 'mau', 'ambil', 'entah', 'saya', 'harus', 'apa', 'hp', 'nya']","['kecewa', 'banget', 'penjual', 'kasih', 'hp', 'lecet', 'alhasil', 'jual', 'pesan', 'ambil', 'hp']","['kecewa', 'banget', 'jual', 'kasih', 'hp', 'lecet', 'alhasil', 'jual', 'pesan', 'ambil', 'hp']"
Ntah lah ga ngerti lagi,1.0,negatif,ntah lah ga ngerti lagi,"['ntah', 'lah', 'ga', 'ngerti', 'lagi']","['entah', 'lah', 'tidak', 'mengerti', 'lagi']",['mengerti'],['erti']
"Awal dateng pas di unboxing hp keliatan nya aman2 aja eh dapet beberapa hari eh kamera nya malah ga berfungsi, Udah dibuat mondar mandir ke oppo center sampe skrang tuh hp blm bner2 karena barang nya masih belum ready juga😌 Mana suami butuh buat ngojek lagi hadeh😌",1.0,negatif,awal dateng pas di unboxing hp keliatan nya aman  aja eh dapet beberapa hari eh kamera nya malah ga berfungsi  udah dibuat mondar mandir ke oppo center sampe skrang tuh hp blm bner  karena barang nya masih belum ready juga  mana suami butuh buat ngojek lagi hadeh ,"['awal', 'dateng', 'pas', 'di', 'unboxing', 'hp', 'keliatan', 'nya', 'aman', 'aja', 'eh', 'dapet', 'beberapa', 'hari', 'eh', 'kamera', 'nya', 'malah', 'ga', 'berfungsi', 'udah', 'dibuat', 'mondar', 'mandir', 'ke', 'oppo', 'center', 'sampe', 'skrang', 'tuh', 'hp', 'blm', 'bner', 'karena', 'barang', 'nya', 'masih', 'belum', 'ready', 'juga', 'mana', 'suami', 'butuh', 'buat', 'ngojek', 'lagi', 'hadeh']","['awal', 'dateng', 'pas', 'di', 'unboxing', 'hp', 'keliatan', 'nya', 'aman', 'saja', 'eh', 'dapat', 'beberapa', 'hari', 'eh', 'kamera', 'nya', 'malah', 'tidak', 'berfungsi', 'sudah', 'dibuat', 'mondar', 'mandir', 'ke', 'oppo', 'center', 'sampai', 'sekarang', 'tuh', 'hp', 'belum', 'benar', 'karena', 'barang', 'nya', 'masih', 'belum', 'ready', 'juga', 'mana', 'suami', 'butuh', 'buat', 'ngojek', 'lagi', 'hadeh']","['dateng', 'pas', 'unboxing', 'hp', 'keliatan', 'aman', 'kamera', 'berfungsi', 'mondar', 'mandir', 'oppo', 'center', 'hp', 'barang', 'ready', 'suami', 'butuh', 'ngojek', 'hadeh']","['dateng', 'pas', 'unboxing', 'hp', 'liat', 'aman', 'kamera', 'fungsi', 'mondar', 'mandir', 'oppo', 'center', 'hp', 'barang', 'ready', 'suami', 'butuh', 'ngojek', 'hadeh']"
"Pengemasan buruk banget cuman di lapisi bubble wrap 1 lembar doank padahal tau ini hp dari jakarta ke Madura dan di setiap jasa kirim pasti di lempar2 ini jaraknya jauh ya kenapa gak di lapisi bubble wrap seenggaknya 2 lapis ato bisa lebih banyak lagi ini malahan bubble wrapnya satu lapis doank dan gak cover semua dus box HP, kecewa si SM pelayanan packing OPPO INDONESIA jelek banget, yg tempatnya jauh mending mikir lagi deh kalo mau CO di Sini buruk banget pengemasan.nya.....",1.0,negatif,pengemasan buruk banget cuman di lapisi bubble wrap   lembar doank padahal tau ini hp dari jakarta ke madura dan di setiap jasa kirim pasti di lempar  ini jaraknya jauh ya kenapa gak di lapisi bubble wrap seenggaknya   lapis ato bisa lebih banyak lagi ini malahan bubble wrapnya satu lapis doank dan gak cover semua dus box hp  kecewa si sm pelayanan packing oppo indonesia jelek banget  yg tempatnya jauh mending mikir lagi deh kalo mau co di sini buruk banget pengemasan nya     ,"['pengemasan', 'buruk', 'banget', 'cuman', 'di', 'lapisi', 'bubble', 'wrap', 'lembar', 'doank', 'padahal', 'tau', 'ini', 'hp', 'dari', 'jakarta', 'ke', 'madura', 'dan', 'di', 'setiap', 'jasa', 'kirim', 'pasti', 'di', 'lempar', 'ini', 'jaraknya', 'jauh', 'ya', 'kenapa', 'gak', 'di', 'lapisi', 'bubble', 'wrap', 'seenggaknya', 'lapis', 'ato', 'bisa', 'lebih', 'banyak', 'lagi', 'ini', 'malahan', 'bubble', 'wrapnya', 'satu', 'lapis', 'doank', 'dan', 'gak', 'cover', 'semua', 'dus', 'box', 'hp', 'kecewa', 'si', 'sm', 'pelayanan', 'packing', 'oppo', 'indonesia', 'jelek', 'banget', 'yg', 'tempatnya', 'jauh', 'mending', 'mikir', 'lagi', 'deh', 'kalo', 'mau', 'co', 'di', 'sini', 'buruk', 'banget', 'pengemasan', 'nya']","['pengemasan', 'buruk', 'banget', 'cuman', 'di', 'lapisi', 'bubble', 'wrap', 'lembar', 'doang', 'padahal', 'tahu', 'ini', 'hp', 'dari', 'jakarta', 'ke', 'madura', 'dan', 'di', 'setiap', 'jasa', 'kirim', 'pasti', 'di', 'lempar', 'ini', 'jaraknya', 'jauh', 'ya', 'kenapa', 'tidak', 'di', 'lapisi', 'bubble', 'wrap', 'seenggaknya', 'lapis', 'atau', 'bisa', 'lebih', 'banyak', 'lagi', 'ini', 'malahan', 'bubble', 'wrapnya', 'satu', 'lapis', 'doang', 'dan', 'tidak', 'cover', 'semua', 'kardus', 'box', 'hp', 'kecewa', 'si', 'sama', 'pelayanan', 'packing', 'oppo', 'indonesia', 'jelek', 'banget', 'yang', 'tempatnya', 'jauh', 'mending', 'mikir', 'lagi', 'deh', 'kalau', 'mau', 'co', 'di', 'sini', 'buruk', 'banget', 'pengemasan', 'nya']","['pengemasan', 'buruk', 'banget', 'cuman', 'lapisi', 'bubble', 'wrap', 'lembar', 'doang', 'hp', 'jakarta', 'madura', 'jasa', 'kirim', 'lempar', 'jaraknya', 'lapisi', 'bubble', 'wrap', 'seenggaknya', 'lapis', 'bubble', 'wrapnya', 'lapis', 'doang', 'cover', 'kardus', 'box', 'hp', 'kecewa', 'pelayanan', 'packing', 'oppo', 'indonesia', 'jelek', 'banget', 'tempatnya', 'mending', 'mikir', 'deh', 'co', 'buruk', 'banget', 'pengemasan']","['emas', 'buruk', 'banget', 'cuman', 'lapis', 'bubble', 'wrap', 'lembar', 'doang', 'hp', 'jakarta', 'madura', 'jasa', 'kirim', 'lempar', 'jarak', 'lapis', 'bubble', 'wrap', 'enggak', 'lapis', 'bubble', 'wrapnya', 'lapis', 'doang', 'cover', 'kardus', 'box', 'hp', 'kecewa', 'layan', 'packing', 'oppo', 'indonesia', 'jelek', 'banget', 'tempat', 'mending', 'mikir', 'deh', 'co', 'buruk', 'banget', 'emas']"
"Hpnya mesinnya panas ky setrikaan, kecewa banget 😭😭😭😭",1.0,negatif,hpnya mesinnya panas ky setrikaan  kecewa banget     ,"['hpnya', 'mesinnya', 'panas', 'ky', 'setrikaan', 'kecewa', 'banget']","['hpnya', 'mesinnya', 'panas', 'seperti', 'setrikaan', 'kecewa', 'banget']","['hpnya', 'mesinnya', 'panas', 'setrikaan', 'kecewa', 'banget']","['hpnya', 'mesin', 'panas', 'setrika', 'kecewa', 'banget']"
admin ramah ,5.0,positif,admin ramah ,"['admin', 'ramah']","['admin', 'ramah']","['admin', 'ramah']","['admin', 'ramah']"
Bonus tidak lengkap,1.0,negatif,bonus tidak lengkap,"['bonus', 'tidak', 'lengkap']","['bonus', 'tidak', 'lengkap']","['bonus', 'lengkap']","['bonus', 'lengkap']"
"Toko ini sangat tidak amanah sama sekali mengerim pesanan tidak sesua dng diskripsi pertama yang seharus nya RAM8gb+5gb yg di kerim HNYA 8gb+3gb sangat di sayangkan sekali toko ini, dan yg kedua seharus nya bunos nya 25 ini hanya 16 item saja kemana lagi sisa nya,????",1.0,negatif,toko ini sangat tidak amanah sama sekali mengerim pesanan tidak sesua dng diskripsi pertama yang seharus nya ram gb  gb yg di kerim hnya  gb  gb sangat di sayangkan sekali toko ini  dan yg kedua seharus nya bunos nya   ini hanya   item saja kemana lagi sisa nya     ,"['toko', 'ini', 'sangat', 'tidak', 'amanah', 'sama', 'sekali', 'mengerim', 'pesanan', 'tidak', 'sesua', 'dng', 'diskripsi', 'pertama', 'yang', 'seharus', 'nya', 'ram', 'gb', 'gb', 'yg', 'di', 'kerim', 'hnya', 'gb', 'gb', 'sangat', 'di', 'sayangkan', 'sekali', 'toko', 'ini', 'dan', 'yg', 'kedua', 'seharus', 'nya', 'bunos', 'nya', 'ini', 'hanya', 'item', 'saja', 'kemana', 'lagi', 'sisa', 'nya']","['toko', 'ini', 'sangat', 'tidak', 'amanah', 'sama', 'sekali', 'mengirim', 'pesanan', 'tidak', 'sesuai', 'dong', 'deskripsi', 'pertama', 'yang', 'seharus', 'nya', 'ram', 'gb', 'gb', 'yang', 'di', 'kirim', 'hanya', 'gb', 'gb', 'sangat', 'di', 'sayangkan', 'sekali', 'toko', 'ini', 'dan', 'yang', 'kedua', 'seharus', 'nya', 'bonus', 'nya', 'ini', 'hanya', 'item', 'saja', 'kemana', 'lagi', 'sisa', 'nya']","['toko', 'amanah', 'mengirim', 'pesanan', 'sesuai', 'deskripsi', 'seharus', 'ram', 'gb', 'gb', 'kirim', 'gb', 'gb', 'sayangkan', 'toko', 'seharus', 'bonus', 'item', 'kemana', 'sisa']","['toko', 'amanah', 'kirim', 'pesan', 'sesuai', 'deskripsi', 'harus', 'ram', 'gb', 'gb', 'kirim', 'gb', 'gb', 'sayang', 'toko', 'harus', 'bonus', 'item', 'mana', 'sisa']"
